Compound_id;Compound_common_name;Compound_synonyms;Molecular_weight;Chemical_formula;Smiles;Links;EC;Reaction_equation;Pathway
CPD-11941;luteoforol;leucoluteolinidin;290.272;C15 H14 O6 ;C1(C=C(C(O)=CC=1C2(OC3(C(C(C2)O)=C(O)C=C(O)C=3)))O);PUBCHEM:440834*CHEBI:27686*METABOLIGHTS:MTBLC27686*HMDB:HMDB41310*CHEBI:1497*CHEMSPIDER:102562*PUBCHEM:114505*LIGAND-CPD:C05907;EC-1.14.11;2-oxoglutarate + luteoforol + 2-oxoglutarate + H+ + oxygen + oxygen + H+  ->  CO2 + succinate + luteolinidin + succinate + CO2 + 2 H2O + 2 H2O;luteolinidin 5-O-glucoside biosynthesis
CPD-15286;1-O-malyl-beta-D-glucose;1-<i>O</i>-&beta;;;;;;;
CPD-8256;fagopyritol A2;<i>O</i>-&alpha;;;;;;;
CPD-14988;"kaempferol 3-O-(3\""-O-p-coumaroyl)-glucoside";;594.528;C30 H26 O13 ;C(OC4(C(O)C(OC3(C(=O)C1(C(=CC(O)=CC(O)=1)OC(C2(C=CC(O)=CC=2))=3)))OC(C(O)4)CO))(=O)C=CC5(C=CC(O)=CC=5);PUBCHEM:21672201;EC-2.3.1;"4-coumaroyl-CoA + kaempferol-3-glucoside + kaempferol-3-glucoside + 4-coumaroyl-CoA + H+ + H+  ->  kaempferol 3-O-(3\""-O-p-coumaroyl)-glucoside + coenzyme A + coenzyme A";flavonol acylglucoside biosynthesis I - kaempferol derivatives
CPD-8084;1-18:3-2-18:2-digalactosyldiacylglycerol;18:3-18:2-DGDG;939.231;C51 H86 O15 ;CCC=CCC=CCC=CCCCCCCCC(OCC(COC2(OC(COC1(OC(CO)C(O)C(O)C(O)1))C(O)C(O)C(O)2))OC(=O)CCCCCCCC=CCC=CCCCCC)=O;PUBCHEM:91820552*PUBCHEM:25246121;EC-1.14.19.35;1-18:3-2-18:2-digalactosyldiacylglycerol + 2 a reduced ferredoxin [iron-sulfur] cluster + oxygen + 2 H+  ->  1-18:3-2-18:3-digalactosyldiacylglycerol + 2 an oxidized ferredoxin [iron-sulfur] cluster + 2 H2O;glycolipid desaturation
CPD-15021;quercetin 3-O-rhamnosyl(1->2)glucoside-7-O-rhamnoside;quercetin 3-<i>O</i>-sophoroside-7-<i>O</i>-rhamnoside;772.666;C33 H40 O21 ;CC6(OC(OC5(=CC2(=C(C(=O)C(=C(C1(=CC(O)=C(O)C=C1))O2)OC3(OC(C(C(C3OC4(C(C(C(C(O4)CO)O)O)O))O)O)CO))C(=C5)O)))C(C(C6O)O)O);PUBCHEM:90659298;EC-2.4.1;quercetin 3-O-sophoroside + UDP-beta-L-rhamnose  ->  quercetin 3-O-rhamnosyl(1->2)glucoside-7-O-rhamnoside + UDP + H+;quercetin glycoside biosynthesis (Arabidopsis)
CPD-6203;gibberellin A38;GA<sub>38</sub>*GA38*gibberellin A38*gibberellin A<sub>38</sub>;361.414;C20 H25 O6 ;C=C1(C3(O)(CC4(C1)(C([CH]5(C2(C(=O)OCC(CCC(O)2)([CH](CC3)4)5)(C)))C([O-])=O)));PUBCHEM:25203635;EC-1.14.11;gibberellin44 (open lactone form) + 2-oxoglutarate + H+ + oxygen  ->  gibberellin A38 + succinate + CO2 + H2O;gibberellin biosynthesis III (early C-13 hydroxylation)
CPD-14849;quercetin 3-O-sophoroside;quercetin diglucoside*baimaside*quercetin 3-<i>O</i>-&beta;;;;;;;
CPD-8171;(5Z)-icosenoyl-CoA;&Delta;;;;;;;
CPD-16539;"cyanidin 3-O-[2\""-O-(2\""'-O-(sinapoyl) xylosyl) 6\""-O-(p-coumaroyl) glucoside] 5-O-[6\""\""-O-(malonyl) glucoside";arabidopsis anthocyanin A9;1182.038;C55 H57 O29 ;COC1(=CC(=CC(OC)=C(O)1)C=CC(=O)OC8(C(OC2(C(OC(C(O)C(O)2)COC(C=CC3(C=CC(O)=CC=3))=O)OC6(C(=[O+]C5(=C(C(OC4(OC(COC(=O)CC(=O)O)C(O)C(O)C(O)4))=CC(O)=C5)C=6))C7(=CC(O)=C(O)C=C7))))OCC(O)C(O)8));PUBCHEM:90659301;EC-2.4.1;"cyanidin 3-O-[2\""-O-(2\""'-O-(sinapoyl) xylosyl) 6\""-O-(p-coumaroyl) glucoside] 5-O-[6\""\""-O-(malonyl) glucoside + 1-O-sinapoyl-beta-D-glucose  ->  cyanidin 3-O-[2\""-O-(2\""'-O-(sinapoyl) xylosyl) 6\""-O-(p-O-(glucosyl)-p-coumaroyl) glucoside] 5-O-[6\""\""-O-(malonyl) glucoside + sinapate + H+";anthocyanidin modification (Arabidopsis)
CPD-7866;cyanidin 3-(p-coumaroyl)-glucoside;;593.52;C30 H25 O13 ;C(OC(=O)C=CC1(C=CC(O)=CC=1))C5(C(O)C(O)C(O)C(OC3(C(C2(C=CC(O)=C(O)C=2))=[O+]C4(=C(C=3)C([O-])=CC([O-])=C4)))O5);PUBCHEM:102515358*METABOLIGHTS:MTBLC29560*PUBCHEM:25244876*LIGAND-CPD:C12095;EC-2.4.1;UDP-alpha-D-glucose + cyanidin 3-(p-coumaroyl)-glucoside  ->  shisonin + UDP;superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)
NADP;NADP+;&beta;;;;;;;
CPD-7117;delphinidin-3-O-beta-D-glucoside;delfinidin-3-O-glucoside;463.374;C21 H19 O12 ;C(O)C1(C(O)C(O)C(O)C(O1)OC3(C(C2(C=C(O)C(O)=C(O)C=2))=[O+]C4(C(C=3)=C([O-])C=C([O-])C=4)));PUBCHEM:102515359*HMDB:HMDB37997*LIPID_MAPS:LMPK12010278*CHEBI:31463*PUBCHEM:25244882*LIGAND-CPD:C12138;EC-2.3.1.171;delphinidin-3-O-beta-D-glucoside + malonyl-CoA  ->  delphinidin 3-O-(6''-O-malonyl)-beta-glucoside + coenzyme A;ternatin C5 biosynthesis
CPD-474;(+)-taxifolin;<i>trans</i> dihydroquercetin*(+)-dihydroquercetin*taxifolin;303.248;C15 H11 O7 ;C1(C=C(O)C(O)=CC=1C2(OC3(C=C([O-])C=C(O)C(C(=O)C(O)2)=3)));REFMET:Taxifolin*PUBCHEM:25244891*CHEBI:58329*PUBCHEM:25244891*LIGAND-CPD:C01617*CAS:480-18-2;EC-1.14.11.23;(+)-taxifolin + 2-oxoglutarate + oxygen  ->  quercetin + succinate + CO2 + H2O;flavonol biosynthesis
3-METHYLTHIOPROPYL-DESULFO-GLUCOSINOLATE;3-(methylsulfanyl)propyl-desulfoglucosinolate;3-(methylthio)propyl-desulfoglucosinolate;327.41;C11 H21 N1 O6 S2 ;CSCCCC(=NO)SC1(OC(CO)C(O)C(O)C(O)1);CHEBI:136425*PUBCHEM:90659312*LIGAND-CPD:C17244*PUBCHEM:25246161;EC-2.8.2.38;3-(methylsulfanyl)propyl-desulfoglucosinolate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + glucoiberverin + H+;glucosinolate biosynthesis from homomethionine
CPD-7145;delphinidin 3-O-rutinoside;delphinidin 3-rhamnoglucoside*tulipanin;610.524;C27 H30 O16 ;CC5(C(O)C(O)C(O)C(OCC1(C(O)C(O)C(O)C(O1)OC3(C(C2(C=C(O)C(O)=C(O)C=2))=[O+]C4(=C(C=3)C([O-])=CC(O)=C4))))O5);PUBCHEM:90657596*HMDB:HMDB38001*CHEMSPIDER:4590910*PUBCHEM:25244897;EC-2.4.1;delphinidin 3-O-rutinoside + 1-O-4-hydroxybenzoyl-beta-D-glucose  ->  delphinidin 3-O-rutinoside-7-O-glucoside + 4-hydroxybenzoate + H+;violdelphin biosynthesis
APIGENIN-7-O-NEOHESPERIDOSIDE;apigenin 7-O-neohesperidoside;5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl 2-O-(-L-rhamnopyranosyl)-&beta;;;;;;;
CPD-8664;beta-D-gentiobiosyl crocetin;crocetin monogentiobiosyl ester;651.683;C32 H43 O14 ;CC(C=CC=C(C)C(=O)[O-])=CC=CC=C(C)C=CC=C(C)C(=O)OC1(OC(C(C(C1O)O)O)COC2(C(C(O)C(C(CO)O2)O)O));CHEBI:62770*PUBCHEM:25246166;EC-2.4.1.271;UDP-alpha-D-glucose + beta-D-gentiobiosyl crocetin  ->  beta-D-gentiobiosyl beta-D-glucosyl crocetin + UDP;crocetin esters biosynthesis
CPD-14977;"kaempferol 3-O-(6\""-O-feruloyl)-glucoside";;624.554;C31 H28 O14 ;COC5(C=C(C=CC(OCC4(OC(OC3(C(=O)C1(C(=CC(O)=CC(O)=1)OC(C2(C=CC(O)=CC=2))=3)))C(O)C(O)C(O)4))=O)C=CC(O)=5);PUBCHEM:23265189;EC-2.3.1;"4-coumaroyl-CoA + kaempferol 3-O-(6\""-O-feruloyl)-glucoside + 4-coumaroyl-CoA  ->  kaempferol 3-O-(3\""-O-p-coumaroyl, 6\""-O-feruloyl)-glucoside + coenzyme A + coenzyme A";flavonol acylglucoside biosynthesis I - kaempferol derivatives
CPDQT-285;5-(methylsulfanyl)pentyl-desulfoglucosinolate;5-(methylthio)pentyl-desulfoglucosinolate;355.464;C13 H25 N1 O6 S2 ;CSCCCCCC(=NO)SC1(OC(CO)C(O)C(O)C(O)1);PUBCHEM:44237392*KNAPSACK:C00007624;EC-2.8.2.38;5-(methylsulfanyl)pentyl-desulfoglucosinolate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + 5-(methylthio)pentyl-glucosinolate + H+;glucosinolate biosynthesis from trihomomethionine
CPD-7149;"pelargonidin-3-O-(6\""-O-malonyl-beta-D-glucoside)";;517.422;C24 H21 O13 ;C(OC(CC(=O)[O-])=O)C1(OC(C(C(C1O)O)O)OC2(=CC4(C(=CC(=CC([O+]=C2C3(C=CC(=CC=3)O))=4)O)[O-])));PUBCHEM:90658189*PUBCHEM:443913*CHEBI:31965*LIGAND-CPD:C12642;EC-2.3.1.171;"pelargonidin-3-O-beta-D-glucoside + malonyl-CoA + H+  ->  pelargonidin-3-O-(6\""-O-malonyl-beta-D-glucoside) + coenzyme A";pelargonidin conjugates biosynthesis
DEAMIDO-NAD;nicotinate adenine dinucleotide;NaAD*deamino-NAD+*Deamino-NAD+*NaADN*deamido-NAD<sup>+</sup>*deamidonicotinamide adenine dinucleoetide*deamido-NAD*NAAD;662.399;C21 H24 N6 O15 P2 ;C1(C(=CC=C[N+]=1C5(OC(COP(=O)([O-])OP(=O)([O-])OCC2(OC(C(O)C(O)2)N4(C=NC3(C(N)=NC=NC=34))))C(O)C(O)5))C([O-])=O);PUBCHEM:45266646*BIGG:dnad*CHEBI:18304*HMDB:HMDB01179*CHEBI:58437*DRUGBANK:DB04099*BIGG:36219*PUBCHEM:25246170*LIGAND-CPD:C00857*CAS:6450-77-7;EC-6.3.5.1;ATP + nicotinate adenine dinucleotide + L-glutamine + H2O  ->  L-glutamate + AMP + NAD+ + diphosphate + H+;NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
CINNAMOYL-COA;(E)-cinnamoyl-CoA;<i>trans</i>-cinnamoyl-CoA;893.648;C30 H38 N7 O17 P3 S1 ;CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC1(=CC=CC=C1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-];CHEBI:57252*LIGAND-CPD:C16256*CHEBI:10956*PUBCHEM:44229143;EC-2.3.1.110;tyramine + (E)-cinnamoyl-CoA  ->  cinnamoyltyramine + coenzyme A + H+;hydroxycinnamic acid tyramine amides biosynthesis
CPD-8257;fagopyritol A1;<i>O</i>-&alpha;;;;;;;
CPD-5922;(R)-phenyllactyl-CoA;;911.663;C30 H40 N7 O18 P3 S1 ;CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C(O)CC1(C=CC=CC=1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-];CHEBI:57254*PUBCHEM:45266533*LIGAND-CPD:C16257;EC-2.3.1.185;(R)-phenyllactyl-CoA + tropine  ->  littorine + coenzyme A;superpathway of hyoscyamine and scopolamine biosynthesis
CPD-17370;18-hydroxyoleoyl-CoA;(9Z)-18-hydroxyoctadec-9-enoyl-CoA*&omega;;;;;;;
CPD-16684;(+)-secoisolariciresinol diglucoside;;686.706;C32 H46 O16 ;COC4(=C(C=CC(CC(C(CC1(=CC(=C(C=C1)O)OC))COC2(C(C(C(O)C(O2)CO)O)O))COC3(C(C(C(O)C(O3)CO)O)O))=C4)O);PUBCHEM:90657612*CHEMSPIDER:8093627*PUBCHEM:53486401;EC-2.4.1;(+)-secoisolariciresinol monoglucoside + UDP-alpha-D-glucose  ->  (+)-secoisolariciresinol diglucoside + UDP + H+;(+)-secoisolariciresinol diglucoside biosynthesis
SUCROSE;sucrose;&beta;;;;;;;
CPD-14826;22-hydroxy-docosanoyl-CoA;phellonoyl-CoA*22-hydroxybehenoyl-CoA*&omega;;;;;;;
CPD1G-277;cerotoyl-CoA;cerotoyl-coa;1142.183;C47 H82 N7 O17 P3 S1 ;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1(C(OP(=O)([O-])[O-])C(O)C(O1)N3(C=NC2(C(N)=NC=NC=23))))=O;REFMET:Hexacosanoyl-CoA*HMDB:HMDB06459*CHEBI:64868*PUBCHEM:25202335;EC-1.3.1.93;cerotoyl-CoA + NADP+  <-  trans-cerot-2-enoyl-CoA + NADPH + H+;very long chain fatty acid biosynthesis II
CPD-13509;quercetin 3-galactoside;hyperosid*Hyperin*hyperoside*quercetin-3-<i>O</i>-galactoside*hyperasid;463.374;C21 H19 O12 ;C(O)C1(C(O)C(O)C(O)C(O1)OC3(=C(C2(=CC=C(O)C(O)=C2))OC4(C=C(C=C(O)C(C(=O)3)=4)[O-])));PUBCHEM:90657624*METABOLIGHTS:MTBLC67486*HMDB:HMDB30775*LIPID_MAPS:LMPK12112041*CHEBI:67486*PUBCHEM:54758589*LIGAND-CPD:C10073;EC-2.4.1;UDP-alpha-D-glucose + quercetin 3-galactoside + UDP-alpha-D-glucose  ->  UDP + quercetin 3-O-beta-D-glucosylgalactoside + UDP;quercetin diglycoside biosynthesis (pollen-specific)
CPD-8013;quercetin 3-O-rhamnoside;;447.374;C21 H19 O11 ;CC1(C(O)C(O)C(O)C(O1)OC3(C(=O)C4(C(O)=CC([O-])=CC(OC(C2(=CC=C(O)C(=C2)O))=3)=4)));PUBCHEM:25203748;EC-2.4.1;UDP-alpha-D-glucose + quercetin 3-O-rhamnoside  ->  quercetin 3-O-rhamnoside-7-O-glucoside + UDP;quercetin glycoside biosynthesis (Arabidopsis)
UDP-OHMYR-ACETYLGLUCOSAMINE;UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-alpha-D-glucosamine;UDP-3-<i>O</i>-(3-hydroxytetradecanoyl)-<i>N</i>-acetylglucosamine*UDP-3-<i>O</i>-(3-hydroxymyristoyl)-<i>N</i>-acetylglucosamine;831.7;C31 H51 N3 O19 P2 ;CCCCCCCCCCCC(CC(OC3(C(C(OP(=O)([O-])OP(=O)([O-])OCC1(OC(C(O)C(O)1)N2(C=CC(=O)NC(=O)2)))OC(C3O)CO)NC(=O)C))=O)O;BIGG:u3aga*BIGG:44447*CHEBI:61494*PUBCHEM:25244942*LIGAND-CPD:C04738;EC-3.5.1.108;UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-alpha-D-glucosamine + H2O + H2O  ->  acetate + UDP-3-O-(3-hydroxymyristoyl)-alpha-D-glucosamine + acetate;lipid IVA biosynthesis
CPD-18093;pelargonidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside;pelargonidin 3-sambubioside-5-glucoside;726.641;C32 H38 O19 ;C6(C(C5([O+]=C2(C(C(OC1(C(C(C(O)C(O1)CO)O)O))=CC([O-])=C2)=CC(OC4(OC(C(O)C(O)C(OC3(OCC(O)C(O)C(O)3))4)CO))=5)))=CC=C(O)C=6);PUBCHEM:102515498;EC-2.4.1.295;pelargonidin 3-O-beta-D-sambubioside + UDP-alpha-D-glucose  ->  pelargonidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside + UDP;anthocyanidin sambubioside biosynthesis
CPD-12463;stellariose;Gal-&alpha;;;;;;;
CPD-9320;3''-hydroxy-geranylhydroquinone;;262.348;C16 H22 O3 ;CC(=CCCC(=CCC1(C(=CC=C(C=1)O)O))CO)C;CHEBI:61158*LIGAND-CPD:C18132*PUBCHEM:25244947;RXN-8923;3''-hydroxy-geranylhydroquinone  ->  deoxyshikonin;shikonin biosynthesis
CPD-7384;pelargonidin 3-O-beta-D-p-coumaroylglucoside;;577.52;C30 H25 O12 ;C(C1(OC(C(C(C1O)O)O)OC2(=CC4(C(=CC(=CC([O+]=C2C3(C=CC(=CC=3)O))=4)[O-])[O-]))))OC(C=CC5(C=CC(=CC=5)O))=O;PUBCHEM:102515504*LIGAND-CPD:C16368;EC-2.3.1;4-coumaroyl-CoA + pelargonidin-3-O-beta-D-glucoside  ->  pelargonidin 3-O-beta-D-p-coumaroylglucoside + coenzyme A;anthocyanidin acylglucoside and acylsambubioside biosynthesis
UDP-L-ARABINOSE;UDP-L-arabinose;UDP-arabinose*UDP-&beta;;;;;;;
LUTEOLIN-7-O-NEOHESPERIDOSIDE;luteolin 7-O-neohesperidoside;luteolin-7-rutinoside;594.525;C27 H30 O15 ;CC5(OC(OC1(C(C(C(CO)OC1OC4(C=C3(C(C(C=C(C2(=CC=C(C(=C2)O)O))O3)=O)=C(C=4)O)))O)O))C(C(C5O)O)O);PUBCHEM:5282152*METABOLIGHTS:MTBLC31788*HMDB:HMDB05799*CHEBI:31788*PUBCHEM:25246223*LIGAND-CPD:C12630;EC-2.4.1.236;luteolin 7-O-beta-D-glucoside + UDP-beta-L-rhamnose  ->  UDP + luteolin 7-O-neohesperidoside + H+;luteolin glycosides biosynthesis
NADPH;NADPH;&beta;;;;;;;
CPD-13354;salidroside;8-O-b-D-glucoside of tyrosol*rhodioloside;300.308;C14 H20 O7 ;C(O)C2(C(O)C(O)C(O)C(OCCC1(C=CC(O)=CC=1))O2);PUBCHEM:21123711*CHEBI:9009*PUBCHEM:159278*CHEMSPIDER:19988706*LIGAND-CPD:C06046;RXN-12370;4-tyrosol + UDP-alpha-D-glucose  ->  salidroside + UDP + H+;salidroside biosynthesis
CPD-15366;lesqueroloyl-CoA;;1072.006;C41 H68 N7 O18 P3 S1 ;CCCCCCC(O)CC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];PUBCHEM:90657635;EC-2.3.1.23;lesqueroloyl-CoA + a glycerolipid  ->  a [glycerolipid]-lesquerolate + coenzyme A;hydroxylated fatty acid biosynthesis (plants)
CPD-4616;dihydrozeatin-9-N-glucoside;;383.403;C16 H25 N5 O6 ;CC(CCNC1(C2(=C(N=CN=1)N(C=N2)C3(C(C(C(C(O3)CO)O)O)O))))CO;PUBCHEM:91820352*HMDB:HMDB12213*CHEBI:72612*PUBCHEM:25201996;EC-2.4.1;UDP-alpha-D-glucose + dihydrozeatin-9-N-glucoside  ->  dihydrozeatin-9-N-glucoside-O-glucoside + UDP + H+;cytokinin-O-glucosides biosynthesis
CPD-7842;cyanidin 3-O-sophoroside;;610.524;C27 H30 O16 ;C(O)C1(C(O)C(O)C(O)C(O1)OC2(C(O)C(O)C(CO)OC2OC4(C(C3(C=CC(O)=C(O)C=3))=[O+]C5(=C(C=4)C([O-])=CC(O)=C5))));PUBCHEM:52940267*LIGAND-CPD:C16306;EC-2.4.1;UDP-alpha-D-glucose + cyanidin-3-O-beta-D-glucoside  ->  cyanidin 3-O-sophoroside + UDP;superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)
DEACETYLISOIPECOSIDE;deacetylisoipecoside;N-deacetylisoipecoside*(1S)-deacetylisoipecoside;524.544;C25 H34 N1 O11 ;C=C[CH]3(C(OC=C(C(=O)OC)[CH](C[CH]2([N+]CCC1(C=C(C(O)=CC=12)O)))3)OC4(C(O)C(C(O)C(CO)O4)O));CHEBI:58091*PUBCHEM:25201999*LIGAND-CPD:C07304;EC-2.1.1;S-adenosyl-L-methionine + deacetylisoipecoside  ->  6-O-methyl-N-deacetylisoipecoside + S-adenosyl-L-homocysteine + H+;emetine biosynthesis
CPD1F-431;kaempferol-3-O-gentiobioside-7-O-rhamnoside;kaempferol-3-O-[glucopyranosyl(1-6)glucopyranoside]-7-O-rhamnopyranoside*kaempferol 3-<i>O</i>-glucosyl(1->6)glucoside-7-<i>O</i>-rhamnoside;756.667;C33 H40 O20 ;CC6(OC(OC5(C=C2(C(C(=O)C(=C(C1(=CC=C(O)C=C1))O2)OC3(OC(C(C(C3O)O)O)COC4(C(C(C(C(O4)CO)O)O)O)))=C(C=5)O)))C(C(C6O)O)O);PUBCHEM:25203808*PUBCHEM:25203808;EC-2.4.1;kaempferol-3-gentiobioside + UDP-beta-L-rhamnose  ->  kaempferol-3-O-gentiobioside-7-O-rhamnoside + UDP + H+;kaempferol glycoside biosynthesis (Arabidopsis)
CPD-14300;3-oxo-(11Z)-eicos-11-enoyl-CoA;;1069.99;C41 H66 N7 O18 P3 S1 ;CCCCCCCCC=CCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-];CHEBI:74011*PUBCHEM:71581100;EC-1.1.1.330;3R-hydroxy-(11Z)-eicos-11-enoyl-CoA + NADP+  <-  3-oxo-(11Z)-eicos-11-enoyl-CoA + NADPH + H+;hydroxylated fatty acid biosynthesis (plants)
CPD-9406;(2S)-ethylmalonyl-CoA;(<i>S</i>)-ethylmalonyl-CoA;876.595;C26 H37 N7 O19 P3 S1 ;CCC(C(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)C([O-])=O;PUBCHEM:49852423*CHEBI:60909;EC-5.1.99.1;(2S)-ethylmalonyl-CoA  ->  (2R)-ethylmalonyl-CoA;crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered)
CPD-14908;quercetagetin 7-O-glucoside;quercetagritin;479.373;C21 H19 O13 ;C1(C=C(O)C(O)=CC=1C2(OC4(C(C(=O)C=2[O-])=C(O)C(O)=C(OC3(C(C(C(O)C(O3)CO)O)O))C=4)));PUBCHEM:90658230*CHEMSPIDER:4478801*PUBCHEM:5320826;EC-2.1.1;S-adenosyl-L-methionine + quercetagetin 7-O-glucoside  ->  S-adenosyl-L-homocysteine + patulitrin + S-adenosyl-L-homocysteine + H+ + H+;eupatolitin 3-O-glucoside biosynthesis
PHOSPHORIBOSYL-AMP;1-(5-phospho-beta-D-ribosyl)-AMP;1-(5-phosphoribosyl)-AMP*phosphoribosyl-AMP*5-phosphoribosyl-AMP*N-(5-phospho-D-ribosyl)-AMP*N-(5'-phospho-D-ribosyl)-AMP*N1-(5-phospho-D-ribosyl)-AMP;555.288;C15 H19 N5 O14 P2 ;C(C4(C(C(C(N3(C(C2(=C(N(C1(C(C(C(O1)COP([O-])(=O)[O-])O)O))C=N2)N=C3))=N))O4)O)O))OP([O-])([O-])=O;PUBCHEM:45480652*CHEBI:59457*BIGG:prbamp*HMDB:HMDB12276*CHEBI:8166*BIGG:42711*PUBCHEM:25244977*LIGAND-CPD:C02741;EC-3.5.4.19;1-(5-phospho-beta-D-ribosyl)-AMP + H2O  ->  1-(5-phospho-beta-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide;L-histidine biosynthesis
CPD-18100;pelargonidin 3-O-beta-D-(caffeoyl)-sambubioside;pelargonidin 3-<i>O</i>-[2\*-<i>O</i>-xylosyl;726.643;C35 H34 O17 ;C1(C=C(O)C(O)=CC=1C=CC(=O)OCC6(OC(OC3(C(=[O+]C2(C(=C([O-])C=C(O)C=2)C=3))C4(=CC=C(O)C=C4)))C(OC5(OCC(O)C(O)C(O)5))C(O)C(O)6));PUBCHEM:102515511;EC-2.3.1;pelargonidin 3-O-beta-D-sambubioside + trans-caffeoyl-CoA + H+  ->  pelargonidin 3-O-beta-D-(caffeoyl)-sambubioside + coenzyme A;anthocyanidin acylglucoside and acylsambubioside biosynthesis
CPD-10536;3-O-beta-D-glucoside digitoxigenin;glucodigitoxigenin*digitoxigenin glucoside*digitoxigenin-beta-d-glucoside;536.661;C29 H44 O9 ;CC56(CCC(OC1(OC(CO)C(O)C(O)C(O)1))CC(CCC4(C(CCC3(C)(C(C2(COC(=O)C=2))CCC(O)34))5))6);PUBCHEM:25202015;RXN-9821;UDP-alpha-D-glucose + digitoxigenin  ->  3-O-beta-D-glucoside digitoxigenin + UDP + H+;cardenolide glucosides biosynthesis
CPD-16625;monodeglucosyl des-acyl avenacin A;;798.963;C41 H66 O15 ;CC1(C=O)(C(O)CC3(C)([CH](C1)C24(OC2C[CH]5(C(C)(C(C)(CC(O)3)4)CC[CH]8(C(C)5CCC(OC7(OCC(O)C(O)C(OC6(OC(CO)C(O)C(O)C(O)6))7))C(CO)(C)8)))));PUBCHEM:90657645;EC-2.4.1;monodeglucosyl des-acyl avenacin A + UDP-alpha-D-glucose  ->  des-acyl avenacin A + UDP + H+;avenacin A-1 biosynthesis
VITEXIN-2-O-BETA-D-GLUCOSIDE;vitexin 2''-O-beta-D-glucoside;;593.517;C27 H29 O15 ;C(C4(C(C(C(C(C1(=C(C=C(C2(=C1OC(=CC2=O)C3(C=CC(=CC=3)O)))O)[O-]))O4)OC5(C(C(C(C(O5)CO)O)O)O))O)O))O;PUBCHEM:46931103*CHEBI:57842*CHEBI:10013*PUBCHEM:25244987*LIGAND-CPD:C04024;EC-2.4.1.105;UDP-alpha-D-glucose + vitexin  ->  vitexin 2''-O-beta-D-glucoside + UDP + H+;vitexin and derivatives biosynthesis
CPDQT-417;6-(methylsulfanyl)hexyl-desulfoglucosinolate;6-(methylthio)hexyl-desulfoglucosinolate;369.49;C14 H27 N1 O6 S2 ;CSCCCCCCC(=NO)SC1(OC(CO)C(O)C(O)C(O)1);PUBCHEM:90659361*PUBCHEM:44237400;EC-2.8.2.38;6-(methylsulfanyl)hexyl-desulfoglucosinolate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + 6-(methylthio)hexyl-glucosinolate + H+;glucosinolate biosynthesis from tetrahomomethionine
